og_number	global_number	parent_layer_group_number	family_number	magnetic_type	litvin_og_symbol_ascii	magnetic_point_group_symbol	source_pdf_page	point_operation_names	primed_operation_indices	anti_translation	corresponding_msg_bns_number	corresponding_msg_uni_number	corresponding_msg_og_number	basis_transform
37.8.237	237	37	8	IV	p2amm'm'	mmm1'	499	1,2_001,2_010,2_100,-1,m_001,m_010,m_100		1,0,0	49.273	371	47.10.356	P2
37.9.238	238	37	9	IV	p2am'm'm	mmm1'	502	1,2_001,2_010,2_100,-1,m_001,m_010,m_100		1,0,0	51.298	396	47.9.355	P4
37.10.239	239	37	10	IV	p2am'mm'	mmm1'	505	1,2_001,2_010,2_100,-1,m_001,m_010,m_100		1,0,0	51.298	396	47.9.355	P2
37.11.240	240	37	11	IV	pcmmm	mmm1'	508	1,2_001,2_010,2_100,-1,m_001,m_010,m_100		0,1,0	65.489	587	47.7.353	I
37.12.241	241	37	12	IV	pcmm'm'	mmm1'	511	1,2_001,2_010,2_100,-1,m_001,m_010,m_100		0,1,0	67.509	607	47.11.357	I
37.13.242	242	37	13	IV	p2ammm	mmm1'	514	1,2_001,2_010,2_100,-1,m_001,m_010,m_100		1,0,0	47.254	352	47.6.352	P3
38.1.243	243	38	1	I	pmaa	mmm	517	1,2_100,2_001,2_010,-1,m_100,m_001,m_010			49.265	363	49.1.364	P2
38.2.244	244	38	2	II	pmaa1'	mmm1'	519	1,2_100,2_001,2_010,-1,m_100,m_001,m_010			49.266	364	49.2.365	P2
38.3.245	245	38	3	III	pm'a'a'	m'm'm'	521	1,2_100,2_001,2_010,-1,m_100,m_001,m_010	5,6,7,8		49.271	369	49.7.370	P2
38.4.246	246	38	4	III	pma'a'	mm'm'	523	1,2_100,2_001,2_010,-1,m_100,m_001,m_010	3,4,7,8		49.269	367	49.5.368	P2
38.5.247	247	38	5	III	pm'a'a	m'm'm	525	1,2_100,2_001,2_010,-1,m_100,m_001,m_010	2,4,6,8		49.270	368	49.6.369	P4
38.6.248	248	38	6	III	pm'aa'	m'mm'	527	1,2_100,2_001,2_010,-1,m_100,m_001,m_010	2,3,6,7		49.270	368	49.6.369	P2
38.7.249	249	38	7	III	pm'aa	m'mm	529	1,2_100,2_001,2_010,-1,m_100,m_001,m_010	3,4,5,6		49.268	366	49.4.367	P2
38.8.250	250	38	8	III	pmaa'	mmm'	531	1,2_100,2_001,2_010,-1,m_100,m_001,m_010	2,4,5,7		49.267	365	49.3.366	P2
38.9.251	251	38	9	III	pma'a	mm'm	533	1,2_100,2_001,2_010,-1,m_100,m_001,m_010	2,3,5,8		49.267	365	49.3.366	P4
38.10.252	252	38	10	IV	p2bm'aa'	mmm1'	535	1,2_100,2_001,2_010,-1,m_100,m_001,m_010		0,1,0	50.284	382	49.12.375	I
